225	24	1
285	100	1
84	139	1
4	106	1
250	84	1
242	140	1
87	127	1
33	50	1
4	133	1
157	16	1
4	50	1
78	19	1
150	137	1
248	50	1
172	39	1
1	65	1
18	140	1
15	54	1
248	115	1
75	127	1
311	50	1
45	126	1
293	113	1
326	140	1
103	127	1
81	100	1
144	64	1
32	100	1
93	62	1
49	94	1
140	100	1
171	16	1
170	16	1
171	144	1
62	2	1
104	138	1
154	127	1
205	133	1
231	88	1
312	100	1
293	27	1
253	140	1
178	54	1
143	139	1
140	78	1
150	10	1
329	50	1
185	127	1
247	139	1
40	139	1
27	3	1
250	60	1
77	140	1
243	60	1
24	69	1
258	50	1
139	106	1
125	27	1
4	140	1
201	140	1
122	52	1
5	153	1
87	60	1
15	152	1
250	137	1
189	16	1
8	127	1
37	140	1
52	100	1
124	10	1
235	152	1
1	21	1
50	116	1
39	140	1
99	16	1
231	84	1
45	50	1
128	149	1
156	50	1
15	94	1
6	88	1
139	122	1
213	138	1
194	142	1
23	137	1
38	140	1
217	16	1
260	54	1
139	6	1
313	16	1
171	86	1
81	78	1
171	122	1
316	100	1
213	122	1
235	61	1
164	140	1
22	98	1
277	139	1
292	50	1
51	138	1
143	94	1
207	30	1
140	148	1
191	43	1
205	41	1
96	139	1
9	76	1
98	86	1
214	54	1
8	131	1
209	50	1
315	107	1
14	127	1
50	127	1
160	122	1
143	54	1
236	16	1
167	89	1
108	140	1
38	66	1
41	16	1
115	31	1
318	100	1
311	138	1
129	106	1
195	127	1
62	28	1
230	97	1
313	122	1
226	122	1
38	137	1
23	139	1
329	100	1
10	54	1
231	131	1
115	52	1
331	130	1
96	16	1
171	54	1
104	60	1
205	152	1
279	100	1
82	106	1
181	66	1
27	117	1
45	54	1
193	137	1
53	137	1
87	131	1
153	140	1
253	90	1
226	145	1
263	137	1
108	85	1
241	86	1
16	54	1
191	100	1
2	50	1
160	78	1
233	88	1
0	86	1
180	138	1
242	125	1
230	112	1
93	86	1
233	100	1
248	31	1
22	140	1
267	140	1
294	86	1
38	86	1
240	42	1
87	140	1
248	54	1
193	50	1
250	68	1
163	50	1
250	125	1
295	50	1
206	127	1
214	27	1
178	112	1
126	127	1
9	77	1
277	86	1
68	80	1
165	54	1
62	140	1
231	127	1
297	80	1
262	102	1
74	52	1
228	68	1
307	50	1
127	137	1
282	50	1
194	86	1
178	80	1
281	78	1
217	130	1
260	100	1
239	27	1
50	54	1
0	138	1
103	144	1
51	127	1
58	100	1
222	100	1
16	102	1
179	153	1
180	100	1
222	142	1
248	30	1
329	94	1
6	139	1
53	139	1
93	16	1
329	121	1
281	54	1
211	39	1
129	1	1
59	53	1
304	68	1
260	139	1
125	130	1
160	140	1
239	54	1
178	78	1
20	31	1
75	151	1
66	100	1
251	115	1
92	139	1
141	86	1
172	127	1
284	139	1
44	117	1
171	34	1
15	90	1
39	16	1
233	2	1
203	54	1
182	86	1
221	127	1
58	138	1
24	68	1
241	152	1
90	127	1
250	1	1
179	27	1
182	54	1
150	140	1
276	151	1
36	106	1
326	151	1
228	115	1
50	131	1
141	140	1
44	77	1
239	137	1
300	54	1
160	114	1
11	138	1
258	139	1
133	137	1
240	34	1
236	94	1
37	24	1
127	54	1
172	133	1
147	31	1
148	86	1
289	12	1
194	41	1
333	140	1
250	31	1
121	140	1
148	41	1
205	52	1
263	34	1
168	138	1
300	44	1
86	127	1
243	107	1
267	98	1
290	109	1
180	2	1
246	156	1
49	63	1
174	88	1
171	32	1
213	13	1
103	100	1
96	140	1
175	127	1
135	10	1
90	6	1
107	127	1
121	100	1
261	100	1
294	130	1
3	100	1
5	10	1
64	11	1
248	39	1
263	122	1
9	130	1
78	138	1
217	84	1
63	27	1
141	100	1
51	10	1
43	140	1
4	127	1
103	88	1
8	31	1
38	100	1
74	66	1
295	100	1
9	153	1
144	151	1
299	138	1
46	80	1
217	2	1
54	31	1
81	66	1
156	84	1
6	54	1
55	100	1
150	118	1
5	52	1
143	100	1
141	10	1
13	100	1
135	104	1
129	140	1
281	9	1
70	96	1
78	90	1
202	68	1
147	100	1
323	100	1
104	143	1
170	119	1
276	139	1
139	137	1
294	127	1
294	152	1
9	27	1
226	124	1
233	1	1
222	139	1
54	50	1
263	60	1
125	39	1
42	131	1
329	16	1
179	24	1
88	16	1
7	127	1
10	84	1
288	27	1
9	151	1
124	138	1
247	137	1
124	133	1
309	94	1
148	16	1
161	78	1
16	140	1
194	122	1
140	68	1
314	140	1
216	84	1
231	140	1
194	137	1
120	100	1
179	106	1
54	86	1
134	16	1
227	54	1
209	72	1
233	139	1
74	100	1
42	68	1
18	27	1
246	127	1
144	140	1
96	38	1
157	63	1
231	86	1
24	127	1
142	100	1
329	116	1
59	50	1
160	138	1
160	101	1
153	127	1
51	39	1
228	47	1
201	50	1
294	100	1
240	50	1
41	94	1
221	100	1
307	138	1
258	19	1
108	115	1
308	31	1
327	87	1
93	52	1
165	100	1
0	140	1
15	106	1
42	138	1
24	130	1
244	127	1
153	50	1
7	140	1
50	138	1
49	127	1
145	24	1
117	100	1
114	50	1
205	95	1
211	27	1
201	72	1
220	138	1
180	50	1
167	139	1
326	155	1
306	138	1
289	152	1
308	11	1
226	39	1
189	138	1
324	148	1
122	127	1
28	100	1
108	86	1
38	152	1
326	50	1
230	104	1
171	50	1
252	41	1
224	140	1
330	11	1
171	150	1
7	139	1
246	37	1
143	118	1
86	138	1
223	138	1
96	27	1
134	50	1
20	139	1
109	54	1
160	86	1
59	54	1
23	140	1
263	94	1
313	39	1
132	141	1
207	5	1
310	100	1
250	140	1
38	54	1
106	100	1
203	86	1
179	75	1
38	127	1
62	139	1
61	27	1
110	16	1
42	139	1
141	11	1
115	131	1
246	100	1
178	120	1
207	146	1
302	100	1
113	54	1
180	140	1
240	100	1
31	152	1
54	57	1
121	127	1
140	131	1
150	139	1
62	18	1
220	75	1
174	137	1
31	50	1
153	106	1
273	100	1
37	137	1
185	78	1
115	12	1
136	127	1
231	52	1
73	100	1
248	38	1
68	11	1
40	34	1
242	29	1
160	112	1
66	139	1
45	107	1
40	84	1
306	125	1
50	32	1
110	100	1
194	152	1
194	50	1
171	38	1
187	100	1
254	50	1
241	95	1
237	140	1
104	139	1
1	139	1
269	140	1
45	139	1
49	152	1
267	59	1
315	52	1
104	50	1
225	84	1
23	41	1
129	142	1
80	10	1
180	27	1
9	127	1
221	142	1
54	54	1
64	60	1
72	143	1
128	84	1
140	54	1
330	2	1
167	24	1
199	50	1
319	27	1
235	50	1
1	27	1
278	154	1
123	100	1
212	50	1
180	94	1
121	138	1
230	54	1
301	100	1
226	83	1
43	122	1
50	30	1
178	19	1
9	24	1
50	136	1
185	36	1
0	27	1
197	50	1
308	19	1
75	27	1
15	138	1
150	86	1
45	130	1
239	138	1
9	122	1
184	100	1
246	146	1
87	53	1
30	138	1
24	153	1
236	100	1
329	95	1
54	93	1
294	27	1
54	83	1
294	16	1
133	10	1
15	84	1
68	78	1
58	140	1
305	16	1
156	140	1
237	52	1
115	1	1
218	139	1
319	106	1
308	54	1
154	50	1
74	1	1
211	122	1
221	86	1
115	114	1
44	83	1
319	54	1
267	100	1
174	86	1
